folio,section,currier,token,nucleus
f10r,herbal,A,qotchol,ch
f10r,herbal,A,chol,ch
f10r,herbal,A,ycheor,ch
f10r,herbal,A,chor,ch
f10r,herbal,A,dychy,ch
f10r,herbal,A,shy,sh
f10r,herbal,A,dchy,ch
f10r,herbal,A,qokchol,ch
f10r,herbal,A,kchaiin,ch
f10r,herbal,A,qotchor,ch
f10r,herbal,A,chor,ch
f10r,herbal,A,chol,ch
f10r,herbal,A,cholorchol,ch
f10r,herbal,A,oykchor,ch
f10r,herbal,A,shor,sh
f10r,herbal,A,chor,ch
f10r,herbal,A,chy,ch
f10r,herbal,A,dychodaiin,ch
f10r,herbal,A,qotchy,ch
f10v,herbal,A,sheo,sh
f10v,herbal,A,pcheey,ch
f10v,herbal,A,chcthor,ch
f10v,herbal,A,choiin,ch
f10v,herbal,A,chodaiin,ch
f10v,herbal,A,dsho,sh
f10v,herbal,A,kchol,ch
f10v,herbal,A,chol,ch
f10v,herbal,A,qotchytor,ch
f10v,herbal,A,shoiin,sh
f10v,herbal,A,qotchey,ch
f10v,herbal,A,shy,sh
f10v,herbal,A,sho,sh
f10v,herbal,A,qotchy,ch
f10v,herbal,A,chol,ch
f10v,herbal,A,qokchy,ch
f10v,herbal,A,shoiin,sh
f10v,herbal,A,chor,ch
f10v,herbal,A,shcthy,sh
f10v,herbal,A,chor,ch
f10v,herbal,A,chy,ch
f10v,herbal,A,chol,ch
f10v,herbal,A,cheky,ch
f10v,herbal,A,chckhan,ch
f11r,herbal,A,tshol,sh
f11r,herbal,A,schoal,ch
f11r,herbal,A,shfydaiin,sh
f11r,herbal,A,shey,sh
f11r,herbal,A,tchody,ch
f11r,herbal,A,shoyty,sh
f11r,herbal,A,kshy,sh
f11r,herbal,A,ytchy,ch
f11r,herbal,A,ytchoky,ch
f11r,herbal,A,kchol,ch
f11r,herbal,A,chol,ch
f11r,herbal,A,ykychy,ch
f11r,herbal,A,choty,ch
f11r,herbal,A,chaiin,ch
f11r,herbal,A,dchol,ch
f11r,herbal,A,chy,ch
f11r,herbal,A,kchy,ch
f11r,herbal,A,tchol,ch
f11r,herbal,A,shor,sh
f11r,herbal,A,shor,sh
f11r,herbal,A,chodl,ch
f11r,herbal,A,chaiin,ch
f11r,herbal,A,ykchor,ch
f11r,herbal,A,chody,ch
f11r,herbal,A,qotchy,ch
f11r,herbal,A,okchol,ch
f11v,herbal,A,poldchody,ch
f11v,herbal,A,shcphy,sh
f11v,herbal,A,shordy,sh
f11v,herbal,A,qotyshol,sh
f11v,herbal,A,shol,sh
f11v,herbal,A,chckhy,ch
f11v,herbal,A,shcthy,sh
f11v,herbal,A,damykchy,ch
f11v,herbal,A,dchy,ch
f11v,herbal,A,otchor,ch
f11v,herbal,A,kchy,ch
f11v,herbal,A,tchy,ch
f11v,herbal,A,qokchdoky,ch
f11v,herbal,A,choldy,ch
f11v,herbal,A,qokchor,ch
f11v,herbal,A,cholol,ch
f11v,herbal,A,chyky,ch
f11v,herbal,A,dchy,ch
f11v,herbal,A,tchey,ch
f11v,herbal,A,chor,ch
f11v,herbal,A,shy,sh
f11v,herbal,A,ycheor,ch
f11v,herbal,A,ksho,sh
f11v,herbal,A,chold,ch
f13r,herbal,A,torshor,sh
f13r,herbal,A,opchy,ch
f13r,herbal,A,shol,sh
f13r,herbal,A,qopchy,ch
f13r,herbal,A,shol,sh
f13r,herbal,A,opchor,ch
f13r,herbal,A,dypchy,ch
f13r,herbal,A,dchg,ch
f13r,herbal,A,dchol,ch
f13r,herbal,A,chol,ch
f13r,herbal,A,shy,sh
f13r,herbal,A,ykchy,ch
f13r,herbal,A,dchor,ch
f13r,herbal,A,shaiin,sh
f13r,herbal,A,chor,ch
f13r,herbal,A,ytshy,sh
f13r,herbal,A,ykchy,ch
f13r,herbal,A,kchy,ch
f13r,herbal,A,qodchy,ch
f13r,herbal,A,ytchy,ch
f13r,herbal,A,otchor,ch
f13r,herbal,A,shorodo,sh
f13r,herbal,A,shy,sh
f13r,herbal,A,tshy,sh
f13r,herbal,A,kchol,ch
f13r,herbal,A,dpchy,ch
f13r,herbal,A,qopchy,ch
f13r,herbal,A,otchol,ch
f13r,herbal,A,tchor,ch
f13r,herbal,A,qotchol,ch
f13r,herbal,A,okchy,ch
f13r,herbal,A,okchor,ch
f13r,herbal,A,chckhy,ch
f13r,herbal,A,dchy,ch
f13r,herbal,A,chol,ch
f13r,herbal,A,oldyokchor,ch
f13r,herbal,A,qokchy,ch
f13r,herbal,A,torchy,ch
f13r,herbal,A,okchey,ch
f13r,herbal,A,shey,sh
f13r,herbal,A,chol,ch
f13r,herbal,A,ykolyokchal,ch
f13r,herbal,A,sotchy,ch
f13r,herbal,A,kchy,ch
f13v,herbal,A,chtoiin,ch
f13v,herbal,A,otchy,ch
f13v,herbal,A,kchod,ch
f13v,herbal,A,otchy,ch
f13v,herbal,A,chodal,ch
f13v,herbal,A,otchol,ch
f13v,herbal,A,choty,ch
f13v,herbal,A,qokchy,ch
f13v,herbal,A,chy,ch
f13v,herbal,A,otchy,ch
f13v,herbal,A,chey,ch
f13v,herbal,A,okshy,sh
f13v,herbal,A,shol,sh
f13v,herbal,A,shor,sh
f13v,herbal,A,chy,ch
f13v,herbal,A,qokchorydchy,ch
f13v,herbal,A,kokydaiinshon,sh
f13v,herbal,A,otchy,ch
f13v,herbal,A,ykolokchy,ch
f13v,herbal,A,tchtod,ch
f13v,herbal,A,cho,ch
f13v,herbal,A,talsho,sh
f13v,herbal,A,chy,ch
f13v,herbal,A,kchey,ch
f13v,herbal,A,kchor,ch
f14r,herbal,A,pcho,ch
f14r,herbal,A,chopol,ch
f14r,herbal,A,shoiin,sh
f14r,herbal,A,chok,ch
f14r,herbal,A,qokchy,ch
f14r,herbal,A,olchy,ch
f14r,herbal,A,kchor,ch
f14r,herbal,A,ochkchor,ch
f14r,herbal,A,shy,sh
f14r,herbal,A,qokchol,ch
f14r,herbal,A,ychol,ch
f14r,herbal,A,choor,ch
f14r,herbal,A,otcho,ch
f14r,herbal,A,chckhy,ch
f14r,herbal,A,soshy,sh
f14r,herbal,A,chol,ch
f14r,herbal,A,shor,sh
f14r,herbal,A,cheos,ch
f14r,herbal,A,chody,ch
f14r,herbal,A,otchody,ch
f14r,herbal,A,qotchy,ch
f14r,herbal,A,sysho,sh
f14r,herbal,A,qotchor,ch
f14r,herbal,A,chod,ch
f14r,herbal,A,shoty,sh
f14r,herbal,A,chody,ch
f14r,herbal,A,dyokchydy,ch
f14r,herbal,A,dchokchy,ch
f14r,herbal,A,schol,ch
f14r,herbal,A,shey,sh
f14r,herbal,A,chey,ch
f14r,herbal,A,chey,ch
f14r,herbal,A,tchykychodalg,ch
f14r,herbal,A,chy,ch
f14r,herbal,A,kchy,ch
f14r,herbal,A,kchy,ch
f14v,herbal,A,pdychoiin,ch
f14v,herbal,A,otyshy,sh
f14v,herbal,A,ypchor,ch
f14v,herbal,A,okchor,ch
f14v,herbal,A,chy,ch
f14v,herbal,A,otchy,ch
f14v,herbal,A,chol,ch
f14v,herbal,A,ychy,ch
f14v,herbal,A,chcthy,ch
f14v,herbal,A,dytchy,ch
f14v,herbal,A,ytychy,ch
f14v,herbal,A,ksho,sh
f14v,herbal,A,ykshy,sh
f14v,herbal,A,shokshor,sh
f14v,herbal,A,okshy,sh
f14v,herbal,A,okchor,ch
f14v,herbal,A,chky,ch
f14v,herbal,A,qotchy,ch
f14v,herbal,A,choky,ch
f14v,herbal,A,chokchy,ch
f14v,herbal,A,chckhy,ch
f14v,herbal,A,dchyd,ch
f14v,herbal,A,kshy,sh
f14v,herbal,A,cho,ch
f14v,herbal,A,otchy,ch
f14v,herbal,A,kchy,ch
f14v,herbal,A,dshy,sh
f14v,herbal,A,daiinokshody,sh
f14v,herbal,A,dykchy,ch
f14v,herbal,A,ctholdgdchckhy,ch
f15r,herbal,A,tshor,sh
f15r,herbal,A,shey,sh
f15r,herbal,A,chtols,ch
f15r,herbal,A,shey,sh
f15r,herbal,A,otchor,ch
f15r,herbal,A,qokchor,ch
f15r,herbal,A,shy,sh
f15r,herbal,A,qotchy,ch
f15r,herbal,A,chol,ch
f15r,herbal,A,scheaiin,ch
f15r,herbal,A,chodaiin,ch
f15r,herbal,A,chlsol,ch
f15r,herbal,A,qotchy,ch
f15r,herbal,A,shor,sh
f15r,herbal,A,dchy,ch
f15r,herbal,A,chdysaiin,ch
f15r,herbal,A,shkaiin,sh
f15r,herbal,A,cthysho,sh
f15r,herbal,A,shocthy,sh
f15r,herbal,A,chosodaiin,ch
f15r,herbal,A,ychain,ch
f15r,herbal,A,chy,ch
f15r,herbal,A,okshysaiiin,sh
f15r,herbal,A,dolchds,ch
f15r,herbal,A,chl,ch
f15r,herbal,A,sychor,ch
f15r,herbal,A,choross,ch
f15r,herbal,A,shor,sh
f15r,herbal,A,tcheor,ch
f15r,herbal,A,ykshol,sh
f15r,herbal,A,sheey,sh
f15r,herbal,A,dainskyshor,sh
f15r,herbal,A,shoty,sh
f15r,herbal,A,otcho,ch
f15r,herbal,A,kchy,ch
f15r,herbal,A,chol,ch
f15r,herbal,A,qotchor,ch
f15r,herbal,A,chaiin,ch
f15r,herbal,A,chy,ch
f15v,herbal,A,orshy,sh
f15v,herbal,A,choiin,ch
f15v,herbal,A,dtchan,ch
f15v,herbal,A,opchordy,ch
f15v,herbal,A,chor,ch
f15v,herbal,A,choky,ch
f15v,herbal,A,shol,sh
f15v,herbal,A,qotchod,ch
f15v,herbal,A,otchor,ch
f15v,herbal,A,chor,ch
f15v,herbal,A,chor,ch
f15v,herbal,A,ytchor,ch
f15v,herbal,A,qotchey,ch
f15v,herbal,A,choty,ch
f15v,herbal,A,otchy,ch
f15v,herbal,A,choiin,ch
f15v,herbal,A,sho,sh
f15v,herbal,A,chy,ch
f15v,herbal,A,chy,ch
f15v,herbal,A,ytchor,ch
f15v,herbal,A,chor,ch
f15v,herbal,A,shol,sh
f15v,herbal,A,otchol,ch
f15v,herbal,A,chol,ch
f15v,herbal,A,chol,ch
f15v,herbal,A,chody,ch
f15v,herbal,A,chor,ch
f15v,herbal,A,cheor,ch
f15v,herbal,A,chol,ch
f15v,herbal,A,chol,ch
f15v,herbal,A,chor,ch
f16r,herbal,A,pocheody,ch
f16r,herbal,A,qopchey,ch
f16r,herbal,A,opchy,ch
f16r,herbal,A,ychydaiin,ch
f16r,herbal,A,dychor,ch
f16r,herbal,A,ychykchy,ch
f16r,herbal,A,shor,sh
f16r,herbal,A,sheal,sh
f16r,herbal,A,okchy,ch
f16r,herbal,A,choky,ch
f16r,herbal,A,ychealod,ch
f16r,herbal,A,tchor,ch
f16r,herbal,A,chor,ch
f16r,herbal,A,chs,ch
f16r,herbal,A,kch,ch
f16r,herbal,A,shocthy,sh
f16r,herbal,A,opchy,ch
f16r,herbal,A,oshaiin,sh
f16r,herbal,A,dalchy,ch
f16r,herbal,A,schy,ch
f16r,herbal,A,shody,sh
f16r,herbal,A,opchy,ch
f16r,herbal,A,fchol,ch
f16r,herbal,A,ypcho,ch
f16r,herbal,A,sokchy,ch
f16r,herbal,A,choty,ch
f16r,herbal,A,okchy,ch
f16r,herbal,A,chy,ch
f16r,herbal,A,kchy,ch
f16r,herbal,A,cho,ch
f16r,herbal,A,kchy,ch
f16r,herbal,A,shcthy,sh
f16r,herbal,A,shtshy,sh
f16r,herbal,A,sho,sh
f16r,herbal,A,tchokyd,ch
f16r,herbal,A,shey,sh
f16v,herbal,A,pchroiin,ch
f16v,herbal,A,otchor,ch
f16v,herbal,A,chpchol,ch
f16v,herbal,A,chpchey,ch
f16v,herbal,A,pchoy,ch
f16v,herbal,A,ytchor,ch
f16v,herbal,A,chokchy,ch
f16v,herbal,A,qokchocthor,ch
f16v,herbal,A,shory,sh
f16v,herbal,A,ykchy,ch
f16v,herbal,A,choy,ch
f16v,herbal,A,chy,ch
f16v,herbal,A,kchy,ch
f16v,herbal,A,koshet,sh
f16v,herbal,A,dchol,ch
f16v,herbal,A,chcthody,ch
f16v,herbal,A,chotol,ch
f16v,herbal,A,ytchy,ch
f16v,herbal,A,chyty,ch
f16v,herbal,A,chor,ch
f16v,herbal,A,chol,ch
f16v,herbal,A,ytchy,ch
f16v,herbal,A,ch,ch
f16v,herbal,A,chkar,ch
f16v,herbal,A,chol,ch
f16v,herbal,A,pchocthy,ch
f16v,herbal,A,chypchy,ch
f16v,herbal,A,qotchy,ch
f16v,herbal,A,chy,ch
f16v,herbal,A,chol,ch
f16v,herbal,A,chcthy,ch
f16v,herbal,A,char,ch
f16v,herbal,A,chor,ch
f16v,herbal,A,sholo,sh
f16v,herbal,A,dshy,sh
f16v,herbal,A,chol,ch
f16v,herbal,A,chor,ch
f16v,herbal,A,chody,ch
f16v,herbal,A,qokchy,ch
f16v,herbal,A,chy,ch
f16v,herbal,A,ykchy,ch
f16v,herbal,A,chckhy,ch
f16v,herbal,A,chkchy,ch
f16v,herbal,A,chody,ch
f17r,herbal,A,fshody,sh
f17r,herbal,A,chog,ch
f17r,herbal,A,chop,ch
f17r,herbal,A,otchy,ch
f17r,herbal,A,choky,ch
f17r,herbal,A,okshy,sh
f17r,herbal,A,otchol,ch
f17r,herbal,A,chol,ch
f17r,herbal,A,chy,ch
f17r,herbal,A,chor,ch
f17r,herbal,A,okchom,ch
f17r,herbal,A,tcho,ch
f17r,herbal,A,shol,sh
f17r,herbal,A,ypchy,ch
f17r,herbal,A,ychekchy,ch
f17r,herbal,A,chor,ch
f17r,herbal,A,shor,sh
f17r,herbal,A,tsho,sh
f17r,herbal,A,cho,ch
f17r,herbal,A,qokcheor,ch
f17r,herbal,A,cheteg,ch
f17r,herbal,A,ksheo,sh
f17r,herbal,A,qokchy,ch
f17r,herbal,A,zepchydopchordy,ch
f17r,herbal,A,dchchy,ch
f17r,herbal,A,dychear,ch
f17r,herbal,A,schar,ch
f17r,herbal,A,ykchy,ch
f17r,herbal,A,chckho,ch
f17r,herbal,A,chypcham,ch
f17r,herbal,A,chear,ch
f17r,herbal,A,dcheor,ch
f17r,herbal,A,otchol,ch
f17r,herbal,A,chol,ch
f17r,herbal,A,ychod,ch
f17r,herbal,A,chotom,ch
f17v,herbal,A,pchodol,ch
f17v,herbal,A,chor,ch
f17v,herbal,A,pchy,ch
f17v,herbal,A,ycheey,ch
f17v,herbal,A,chockhol,ch
f17v,herbal,A,kchor,ch
f17v,herbal,A,fchol,ch
f17v,herbal,A,olcheol,ch
f17v,herbal,A,ychol,ch
f17v,herbal,A,chol,ch
f17v,herbal,A,dolcheey,ch
f17v,herbal,A,tchol,ch
f17v,herbal,A,chkeey,ch
f17v,herbal,A,cheor,ch
f17v,herbal,A,kchar,ch
f17v,herbal,A,choldaiin,ch
f17v,herbal,A,ycheol,ch
f17v,herbal,A,shol,sh
f17v,herbal,A,kchol,ch
f17v,herbal,A,choltaiin,ch
f17v,herbal,A,qokcheo,ch
f17v,herbal,A,chol,ch
f17v,herbal,A,choy,ch
f17v,herbal,A,chckhey,ch
f17v,herbal,A,chor,ch
f17v,herbal,A,chol,ch
f17v,herbal,A,chol,ch
f17v,herbal,A,chkor,ch
f17v,herbal,A,sheol,sh
f17v,herbal,A,chodaiin,ch
f17v,herbal,A,tchory,ch
f17v,herbal,A,ychor,ch
f17v,herbal,A,cheeky,ch
f17v,herbal,A,cheo,ch
f17v,herbal,A,okcheol,ch
f17v,herbal,A,chol,ch
f17v,herbal,A,otcheolom,ch
f17v,herbal,A,she,sh
f17v,herbal,A,qopchaiin,ch
f17v,herbal,A,cheeor,ch
f17v,herbal,A,chol,ch
f17v,herbal,A,chr,ch
f17v,herbal,A,chey,ch
f17v,herbal,A,cholchom,ch
f17v,herbal,A,cheor,ch
f17v,herbal,A,chol,ch
f17v,herbal,A,sho,sh
f17v,herbal,A,sheor,sh
f17v,herbal,A,sholor,sh
f17v,herbal,A,shecthy,sh
f17v,herbal,A,chey,ch
f17v,herbal,A,cheeol,ch
f17v,herbal,A,chkeey,ch
f17v,herbal,A,shar,sh
f18r,herbal,A,ykchol,ch
f18r,herbal,A,chckhyocthor,ch
f18r,herbal,A,otshol,sh
f18r,herbal,A,qokchol,ch
f18r,herbal,A,chykchy,ch
f18r,herbal,A,okchal,ch
f18r,herbal,A,dychol,ch
f18r,herbal,A,qokchor,ch
f18r,herbal,A,chor,ch
f18r,herbal,A,chey,ch
f18r,herbal,A,qokchol,ch
f18r,herbal,A,dyytcharg,ch
f18r,herbal,A,chor,ch
f18r,herbal,A,ykchol,ch
f18r,herbal,A,tchor,ch
f18r,herbal,A,shor,sh
f18r,herbal,A,chlol,ch
f18r,herbal,A,chom,ch
f18r,herbal,A,ychy,ch
f18r,herbal,A,kchor,ch
f18r,herbal,A,chcthy,ch
f18r,herbal,A,oshor,sh
f18r,herbal,A,shaiin,sh
f18r,herbal,A,sholdy,sh
f18r,herbal,A,qokchor,ch
f18r,herbal,A,chol,ch
f18r,herbal,A,chcthal,ch
f18r,herbal,A,okshal,sh
f18r,herbal,A,chykald,ch
f18r,herbal,A,shor,sh
f18r,herbal,A,qokchol,ch
f18r,herbal,A,sotchaiin,ch
f18r,herbal,A,chokchy,ch
f18r,herbal,A,chckhol,ch
f18r,herbal,A,chor,ch
f18r,herbal,A,ychair,ch
f18r,herbal,A,qokchy,ch
f18r,herbal,A,shaiin,sh
f18r,herbal,A,ychekch,ch
f18r,herbal,A,kchaiin,ch
f18v,herbal,A,shor,sh
f18v,herbal,A,ytshy,sh
f18v,herbal,A,otchdal,ch
f18v,herbal,A,dchal,ch
f18v,herbal,A,dchy,ch
f18v,herbal,A,shy,sh
f18v,herbal,A,okshy,sh
f18v,herbal,A,qokchy,ch
f18v,herbal,A,qokchy,ch
f18v,herbal,A,orshy,sh
f18v,herbal,A,chkchy,ch
f18v,herbal,A,qokshy,sh
f18v,herbal,A,qotchy,ch
f18v,herbal,A,qokchy,ch
f18v,herbal,A,ykcho,ch
f18v,herbal,A,ychoees,ch
f18v,herbal,A,ykchy,ch
f18v,herbal,A,kchy,ch
f18v,herbal,A,qotchol,ch
f18v,herbal,A,chor,ch
f18v,herbal,A,otchy,ch
f18v,herbal,A,chy,ch
f18v,herbal,A,ychol,ch
f18v,herbal,A,chod,ch
f18v,herbal,A,sh,sh
f18v,herbal,A,okchor,ch
f18v,herbal,A,qotchy,ch
f18v,herbal,A,qokchy,ch
f18v,herbal,A,dshy,sh
f19r,herbal,A,pchor,ch
f19r,herbal,A,qodchy,ch
f19r,herbal,A,qotshy,sh
f19r,herbal,A,tchy,ch
f19r,herbal,A,qotchy,ch
f19r,herbal,A,dchydy,ch
f19r,herbal,A,dshy,sh
f19r,herbal,A,chor,ch
f19r,herbal,A,tchy,ch
f19r,herbal,A,chol,ch
f19r,herbal,A,dytchy,ch
f19r,herbal,A,chordy,ch
f19r,herbal,A,cho,ch
f19r,herbal,A,oscheor,ch
f19r,herbal,A,shy,sh
f19r,herbal,A,chol,ch
f19r,herbal,A,chckhy,ch
f19r,herbal,A,shy,sh
f19r,herbal,A,kchor,ch
f19r,herbal,A,otchy,ch
f19r,herbal,A,tchy,ch
f19r,herbal,A,yshor,sh
f19r,herbal,A,shy,sh
f19r,herbal,A,otytchy,ch
f19r,herbal,A,cho,ch
f19r,herbal,A,chan,ch
f19r,herbal,A,chor,ch
f19r,herbal,A,chor,ch
f19r,herbal,A,shy,sh
f19r,herbal,A,qotchor,ch
f19r,herbal,A,tchy,ch
f19r,herbal,A,kchy,ch
f19r,herbal,A,shdaiin,sh
f19r,herbal,A,chol,ch
f19r,herbal,A,ykchor,ch
f19r,herbal,A,chordy,ch
f19r,herbal,A,qotchy,ch
f19r,herbal,A,choldy,ch
f19r,herbal,A,ykchor,ch
f19r,herbal,A,chor,ch
f19r,herbal,A,ytchor,ch
f19v,herbal,A,pochaiin,ch
f19v,herbal,A,chpcheos,ch
f19v,herbal,A,opchey,ch
f19v,herbal,A,kchy,ch
f19v,herbal,A,qokchy,ch
f19v,herbal,A,kchol,ch
f19v,herbal,A,qokchos,ch
f19v,herbal,A,ykchy,ch
f19v,herbal,A,otchy,ch
f19v,herbal,A,chol,ch
f19v,herbal,A,ytch,ch
f19v,herbal,A,chcthy,ch
f19v,herbal,A,qotchy,ch
f19v,herbal,A,ychoy,ch
f19v,herbal,A,kchor,ch
f19v,herbal,A,chocthy,ch
f19v,herbal,A,ycho,ch
f19v,herbal,A,chaiin,ch
f19v,herbal,A,tchey,ch
f19v,herbal,A,dchol,ch
f19v,herbal,A,qokchs,ch
f19v,herbal,A,ychor,ch
f19v,herbal,A,chor,ch
f19v,herbal,A,chol,ch
f19v,herbal,A,chor,ch
f19v,herbal,A,okchan,ch
f19v,herbal,A,okchor,ch
f19v,herbal,A,otch,ch
f19v,herbal,A,ykchol,ch
f19v,herbal,A,ytchor,ch
f19v,herbal,A,otchol,ch
f19v,herbal,A,cheaiin,ch
f20r,herbal,A,kdchody,ch
f20r,herbal,A,chopy,ch
f20r,herbal,A,cheey,ch
f20r,herbal,A,qotchol,ch
f20r,herbal,A,dchor,ch
f20r,herbal,A,chaiin,ch
f20r,herbal,A,chod,ch
f20r,herbal,A,chotol,ch
f20r,herbal,A,qotchy,ch
f20r,herbal,A,chodchy,ch
f20r,herbal,A,cho,ch
f20r,herbal,A,chodaiin,ch
f20r,herbal,A,sho,sh
f20r,herbal,A,qochy,ch
f20r,herbal,A,chey,ch
f20r,herbal,A,tcheodal,ch
f20r,herbal,A,ochol,ch
f20r,herbal,A,otolchey,ch
f20r,herbal,A,pchocthy,ch
f20r,herbal,A,chokoaiin,ch
f20r,herbal,A,cheeeb,ch
f20r,herbal,A,opchey,ch
f20r,herbal,A,shosaiin,sh
f20r,herbal,A,choees,ch
f20r,herbal,A,okchor,ch
f20r,herbal,A,cheey,ch
f20r,herbal,A,chy,ch
f20r,herbal,A,choiin,ch
f20r,herbal,A,ocho,ch
f20r,herbal,A,lshod,sh
f20r,herbal,A,choteol,ch
f20r,herbal,A,chol,ch
f20r,herbal,A,shol,sh
f20r,herbal,A,schodain,ch
f20r,herbal,A,cheo,ch
f20r,herbal,A,cheody,ch
f20r,herbal,A,fchodees,ch
f20r,herbal,A,shody,sh
f20r,herbal,A,qotchey,ch
f20r,herbal,A,qokchey,ch
f20r,herbal,A,chokoldy,ch
f20r,herbal,A,ochoaiin,ch
f20r,herbal,A,chor,ch
f20r,herbal,A,pchodaiin,ch
f20r,herbal,A,chetody,ch
f20r,herbal,A,choky,ch
f20r,herbal,A,dchy,ch
f20r,herbal,A,dchod,ch
f20r,herbal,A,ytchy,ch
f20r,herbal,A,tshey,sh
f20r,herbal,A,dchaiin,ch
f20r,herbal,A,chol,ch
f20r,herbal,A,shoiin,sh
f20r,herbal,A,cheody,ch
f20r,herbal,A,otchey,ch
f20r,herbal,A,otchy,ch
f20r,herbal,A,tchy,ch
f20r,herbal,A,ochaiin,ch
f20r,herbal,A,chor,ch
f20r,herbal,A,chor,ch
f20r,herbal,A,cheey,ch
f20r,herbal,A,tchey,ch
f20v,herbal,A,shy,sh
f20v,herbal,A,pofochey,ch
f20v,herbal,A,opchy,ch
f20v,herbal,A,choldy,ch
f20v,herbal,A,cheol,ch
f20v,herbal,A,chol,ch
f20v,herbal,A,choiin,ch
f20v,herbal,A,checthy,ch
f20v,herbal,A,chol,ch
f20v,herbal,A,chodaiin,ch
f20v,herbal,A,okchy,ch
f20v,herbal,A,sho,sh
f20v,herbal,A,kchol,ch
f20v,herbal,A,shol,sh
f20v,herbal,A,chcthy,ch
f20v,herbal,A,chy,ch
f20v,herbal,A,tolshy,sh
f20v,herbal,A,qotchy,ch
f20v,herbal,A,sho,sh
f20v,herbal,A,shol,sh
f20v,herbal,A,tshol,sh
f20v,herbal,A,folchol,ch
f20v,herbal,A,shol,sh
f20v,herbal,A,shor,sh
f20v,herbal,A,otchy,ch
f20v,herbal,A,chcphy,ch
f20v,herbal,A,chockhy,ch
f20v,herbal,A,cheoy,ch
f20v,herbal,A,shos,sh
f20v,herbal,A,cheos,ch
f20v,herbal,A,char,ch
f20v,herbal,A,shocthy,sh
f20v,herbal,A,sho,sh
f20v,herbal,A,sheoy,sh
f20v,herbal,A,shain,sh
f20v,herbal,A,choraly,ch
f20v,herbal,A,sho,sh
f20v,herbal,A,chy,ch
f20v,herbal,A,ykchy,ch
f20v,herbal,A,cho,ch
f20v,herbal,A,chol,ch
f20v,herbal,A,shd,sh
f20v,herbal,A,shokaiin,sh
f20v,herbal,A,chocthy,ch
f20v,herbal,A,chol,ch
f20v,herbal,A,chy,ch
f20v,herbal,A,chor,ch
f20v,herbal,A,chey,ch
f20v,herbal,A,chory,ch
f21r,herbal,A,pchor,ch
f21r,herbal,A,fychey,ch
f21r,herbal,A,ypchey,ch
f21r,herbal,A,qopcheody,ch
f21r,herbal,A,chan,ch
f21r,herbal,A,chcphy,ch
f21r,herbal,A,sheaiin,sh
f21r,herbal,A,qotchol,ch
f21r,herbal,A,sheey,sh
f21r,herbal,A,shy,sh
f21r,herbal,A,cheor,ch
f21r,herbal,A,chy,ch
f21r,herbal,A,qokchey,ch
f21r,herbal,A,chey,ch
f21r,herbal,A,pchofychy,ch
f21r,herbal,A,tolosheey,sh
f21r,herbal,A,tolchory,ch
f21r,herbal,A,chosy,ch
f21r,herbal,A,chol,ch
f21r,herbal,A,qotcheol,ch
f21r,herbal,A,dchor,ch
f21r,herbal,A,chol,ch
f21r,herbal,A,chol,ch
f21r,herbal,A,shoeor,sh
f21r,herbal,A,cheor,ch
f21r,herbal,A,chokeody,ch
f21r,herbal,A,cho,ch
f21r,herbal,A,shy,sh
f21r,herbal,A,fcho,ch
f21r,herbal,A,kshy,sh
f21r,herbal,A,sheol,sh
f21r,herbal,A,opsheas,sh
f21r,herbal,A,sho,sh
f21r,herbal,A,tshaiin,sh
f21r,herbal,A,chkaiin,ch
f21r,herbal,A,sh,sh
f21r,herbal,A,totchy,ch
f21r,herbal,A,chy,ch
f21r,herbal,A,qotchol,ch
f21r,herbal,A,shol,sh
f21r,herbal,A,chol,ch
f21r,herbal,A,shol,sh
f21r,herbal,A,tchol,ch
f21r,herbal,A,chcthy,ch
f21r,herbal,A,shey,sh
f21r,herbal,A,shody,sh
f21r,herbal,A,chor,ch
f21r,herbal,A,sheey,sh
f21r,herbal,A,ysheol,sh
f21r,herbal,A,chor,ch
f21r,herbal,A,chol,ch
f21r,herbal,A,chkaiin,ch
f21v,herbal,A,toldshy,sh
f21v,herbal,A,chofchy,ch
f21v,herbal,A,qofshey,sh
f21v,herbal,A,shckhol,sh
f21v,herbal,A,shey,sh
f21v,herbal,A,qokchy,ch
f21v,herbal,A,chody,ch
f21v,herbal,A,qotchy,ch
f21v,herbal,A,qokchy,ch
f21v,herbal,A,choty,ch
f21v,herbal,A,tchol,ch
f21v,herbal,A,chotchy,ch
f21v,herbal,A,tcho,ch
f21v,herbal,A,choty,ch
f21v,herbal,A,chor,ch
f21v,herbal,A,sho,sh
f21v,herbal,A,chodaiin,ch
f21v,herbal,A,choty,ch
f21v,herbal,A,chol,ch
f21v,herbal,A,chtychtol,ch
f21v,herbal,A,osho,sh
f21v,herbal,A,sho,sh
f21v,herbal,A,sho,sh
f21v,herbal,A,tsho,sh
f21v,herbal,A,chol,ch
f21v,herbal,A,ykcho,ch
f21v,herbal,A,lchol,ch
f21v,herbal,A,cho,ch
f21v,herbal,A,chaiin,ch
f21v,herbal,A,otchy,ch
f21v,herbal,A,sheaiin,sh
f21v,herbal,A,cho,ch
f21v,herbal,A,kchochaiin,ch
f22r,herbal,A,olshy,sh
f22r,herbal,A,fcholy,ch
f22r,herbal,A,shol,sh
f22r,herbal,A,dpchy,ch
f22r,herbal,A,opchy,ch
f22r,herbal,A,shol,sh
